batch,sort,QID,PROPERTY,VALUE, admin note,date enhanced,method,note
2,1100,Q18979,P9,https://www.wikidata.org/wiki/Q822606,add wikidata URI (Kiane Ziwadi),4/16/2020,batch (python),
2,1101,Q18980,P1,Q1,assign to class (Kwesi Mensah Wali),4/16/2020,batch (python),
2,1102,Q18980,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kwesi Mensah Wali),4/16/2020,batch (python),
2,1103,Q18980,P8,"""Q65554902""",add wikidata QID (Kwesi Mensah Wali),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1104,Q18980,P9,https://www.wikidata.org/wiki/Q65554902,add wikidata URI (Kwesi Mensah Wali),4/16/2020,batch (python),
2,1105,Q18981,P1,Q1,assign to class (Larry Ridley),4/16/2020,batch (python),
2,1106,Q18981,P11,Q18807,associate item with Linking Lost Jazz Shrines (Larry Ridley),4/16/2020,batch (python),
2,1107,Q18981,P8,"""Q1724922""",add wikidata QID (Larry Ridley),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1108,Q18981,P9,https://www.wikidata.org/wiki/Q1724922,add wikidata URI (Larry Ridley),4/16/2020,batch (python),
2,1109,Q18982,P1,Q1,assign to class (Lefty Morris),4/16/2020,batch (python),
2,1110,Q18982,P11,Q18807,associate item with Linking Lost Jazz Shrines (Lefty Morris),4/16/2020,batch (python),
2,1111,Q18983,P1,Q1,assign to class (Leon Thomas),4/16/2020,batch (python),
2,1112,Q18983,P11,Q18807,associate item with Linking Lost Jazz Shrines (Leon Thomas),4/16/2020,batch (python),
2,1113,Q18983,P8,"""Q1497852""",add wikidata QID (Leon Thomas),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1114,Q18983,P9,https://www.wikidata.org/wiki/Q1497852,add wikidata URI (Leon Thomas),4/16/2020,batch (python),
2,1115,Q18984,P1,Q1,assign to class (Leonard Hawkins),4/16/2020,batch (python),
2,1116,Q18984,P11,Q18807,associate item with Linking Lost Jazz Shrines (Leonard Hawkins),4/16/2020,batch (python),
2,1117,Q18984,P8,"""Q6525364""",add wikidata QID (Leonard Hawkins),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1118,Q18984,P9,https://www.wikidata.org/wiki/Q6525364,add wikidata URI (Leonard Hawkins),4/16/2020,batch (python),
2,1119,Q18985,P1,Q1,assign to class (Leroy Applin),4/16/2020,batch (python),
2,1120,Q18985,P11,Q18807,associate item with Linking Lost Jazz Shrines (Leroy Applin),4/16/2020,batch (python),
2,1121,Q18985,P8,"""Q65554925""",add wikidata QID (Leroy Applin),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1122,Q18985,P9,https://www.wikidata.org/wiki/Q65554925,add wikidata URI (Leroy Applin),4/16/2020,batch (python),
2,1123,Q18986,P1,Q1,assign to class (Louis Hayes),4/16/2020,batch (python),
2,1124,Q18986,P11,Q18807,associate item with Linking Lost Jazz Shrines (Louis Hayes),4/16/2020,batch (python),
2,1125,Q18986,P8,"""Q330240""",add wikidata QID (Louis Hayes),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1126,Q18986,P9,https://www.wikidata.org/wiki/Q330240,add wikidata URI (Louis Hayes),4/16/2020,batch (python),
2,1127,Q18987,P1,Q1,assign to class (Louis Rivera-Reyes),4/16/2020,batch (python),
2,1128,Q18987,P11,Q18807,associate item with Linking Lost Jazz Shrines (Louis Rivera-Reyes),4/16/2020,batch (python),
2,1129,Q18987,P8,"""Q65554915""",add wikidata QID (Louis Rivera-Reyes),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1130,Q18987,P9,https://www.wikidata.org/wiki/Q65554915,add wikidata URI (Louis Rivera-Reyes),4/16/2020,batch (python),
2,1131,Q18988,P1,Q1,assign to class (Lucky Emmett),4/16/2020,batch (python),
2,1132,Q18988,P11,Q18807,associate item with Linking Lost Jazz Shrines (Lucky Emmett),4/16/2020,batch (python),
2,1133,Q18989,P1,Q1,assign to class (Marge Elliott),4/16/2020,batch (python),
2,1134,Q18989,P11,Q18807,associate item with Linking Lost Jazz Shrines (Marge Elliott),4/16/2020,batch (python),
2,1135,Q18990,P1,Q1,assign to class (Maurice Brown),4/16/2020,batch (python),
2,1136,Q18990,P11,Q18807,associate item with Linking Lost Jazz Shrines (Maurice Brown),4/16/2020,batch (python),
2,1137,Q18990,P8,"""Q18358111""",add wikidata QID (Maurice Brown),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1138,Q18990,P9,https://www.wikidata.org/wiki/Q18358111,add wikidata URI (Maurice Brown),4/16/2020,batch (python),
2,1139,Q18991,P1,Q1,assign to class (Maxine Gordon),4/16/2020,batch (python),
2,1140,Q18991,P11,Q18807,associate item with Linking Lost Jazz Shrines (Maxine Gordon),4/16/2020,batch (python),
2,1141,Q18992,P1,Q1,assign to class (Mel Rhyne),4/16/2020,batch (python),
2,1142,Q18992,P11,Q18807,associate item with Linking Lost Jazz Shrines (Mel Rhyne),4/16/2020,batch (python),
2,1143,Q18992,P8,"""Q1919793""",add wikidata QID (Mel Rhyne),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1144,Q18992,P9,https://www.wikidata.org/wiki/Q1919793,add wikidata URI (Mel Rhyne),4/16/2020,batch (python),
2,1145,Q18993,P1,Q1,assign to class (Melba Joyce),4/16/2020,batch (python),
2,1146,Q18993,P11,Q18807,associate item with Linking Lost Jazz Shrines (Melba Joyce),4/16/2020,batch (python),
2,1147,Q18993,P8,"""Q20640817""",add wikidata QID (Melba Joyce),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1148,Q18993,P9,https://www.wikidata.org/wiki/Q20640817,add wikidata URI (Melba Joyce),4/16/2020,batch (python),
2,1149,Q18994,P1,Q1,assign to class (Melvin Sparks),4/16/2020,batch (python),
2,1150,Q18994,P11,Q18807,associate item with Linking Lost Jazz Shrines (Melvin Sparks),4/16/2020,batch (python),
2,1151,Q18994,P8,"""Q1283540""",add wikidata QID (Melvin Sparks),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1152,Q18994,P9,https://www.wikidata.org/wiki/Q1283540,add wikidata URI (Melvin Sparks),4/16/2020,batch (python),
2,1153,Q18995,P1,Q1,assign to class (Michael Babatunde Olatunji),4/16/2020,batch (python),
2,1154,Q18995,P11,Q18807,associate item with Linking Lost Jazz Shrines (Michael Babatunde Olatunji),4/16/2020,batch (python),
2,1155,Q18995,P8,"""Q797599""",add wikidata QID (Michael Babatunde Olatunji),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1156,Q18995,P9,https://www.wikidata.org/wiki/Q797599,add wikidata URI (Michael Babatunde Olatunji),4/16/2020,batch (python),
2,1157,Q18996,P1,Q1,assign to class (Michael Howard),4/16/2020,batch (python),
2,1158,Q18996,P11,Q18807,associate item with Linking Lost Jazz Shrines (Michael Howard),4/16/2020,batch (python),
2,1159,Q18996,P8,"""Q65967248""",add wikidata QID (Michael Howard),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1160,Q18996,P9,https://www.wikidata.org/wiki/Q65967248,add wikidata URI (Michael Howard),4/16/2020,batch (python),
2,1161,Q18997,P1,Q1,assign to class (Michael Ridley),4/16/2020,batch (python),
2,1162,Q18997,P11,Q18807,associate item with Linking Lost Jazz Shrines (Michael Ridley),4/16/2020,batch (python),
2,1163,Q18997,P8,"""Q72888691""",add wikidata QID (Michael Ridley),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1164,Q18997,P9,https://www.wikidata.org/wiki/Q72888691,add wikidata URI (Michael Ridley),4/16/2020,batch (python),
2,1165,Q18998,P1,Q1,assign to class (Muhal Richard Abrams),4/16/2020,batch (python),
2,1166,Q18998,P11,Q18807,associate item with Linking Lost Jazz Shrines (Muhal Richard Abrams),4/16/2020,batch (python),
2,1167,Q18998,P8,"""Q729293""",add wikidata QID (Muhal Richard Abrams),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1168,Q18998,P9,https://www.wikidata.org/wiki/Q729293,add wikidata URI (Muhal Richard Abrams),4/16/2020,batch (python),
2,1169,Q18999,P1,Q1,assign to class (Nat White),4/16/2020,batch (python),
2,1170,Q18999,P11,Q18807,associate item with Linking Lost Jazz Shrines (Nat White),4/16/2020,batch (python),
2,1171,Q19000,P1,Q1,assign to class (Nellie Monk),4/16/2020,batch (python),
2,1172,Q19000,P11,Q18807,associate item with Linking Lost Jazz Shrines (Nellie Monk),4/16/2020,batch (python),
2,1173,Q19001,P1,Q1,assign to class (Onaje Allan Gumbs),4/16/2020,batch (python),
2,1174,Q19001,P11,Q18807,associate item with Linking Lost Jazz Shrines (Onaje Allan Gumbs),4/16/2020,batch (python),
2,1175,Q19001,P8,"""Q2023706""",add wikidata QID (Onaje Allan Gumbs),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1176,Q19001,P9,https://www.wikidata.org/wiki/Q2023706,add wikidata URI (Onaje Allan Gumbs),4/16/2020,batch (python),
2,1177,Q19002,P1,Q1,assign to class (Orville O'Brien),4/16/2020,batch (python),
2,1178,Q19002,P11,Q18807,associate item with Linking Lost Jazz Shrines (Orville O'Brien),4/16/2020,batch (python),
2,1179,Q19002,P8,"""Q65554920""",add wikidata QID (Orville O'Brien),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1180,Q19002,P9,https://www.wikidata.org/wiki/Q65554920,add wikidata URI (Orville O'Brien),4/16/2020,batch (python),
2,1181,Q19003,P1,Q1,assign to class (Otis Redding),4/16/2020,batch (python),
2,1182,Q19003,P11,Q18807,associate item with Linking Lost Jazz Shrines (Otis Redding),4/16/2020,batch (python),
2,1183,Q19003,P8,"""Q217839""",add wikidata QID (Otis Redding),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1184,Q19003,P9,https://www.wikidata.org/wiki/Q217839,add wikidata URI (Otis Redding),4/16/2020,batch (python),
2,1185,Q19004,P1,Q1,assign to class (Pamela Green),4/16/2020,batch (python),
2,1186,Q19004,P11,Q18807,associate item with Linking Lost Jazz Shrines (Pamela Green),4/16/2020,batch (python),
2,1187,Q19005,P1,Q1,assign to class (Paul Parker),4/16/2020,batch (python),
2,1188,Q19005,P11,Q18807,associate item with Linking Lost Jazz Shrines (Paul Parker),4/16/2020,batch (python),
2,1189,Q19005,P8,"""Q65554922""",add wikidata QID (Paul Parker),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1190,Q19005,P9,https://www.wikidata.org/wiki/Q65554922,add wikidata URI (Paul Parker),4/16/2020,batch (python),
2,1191,Q19006,P1,Q1,assign to class (Paul Serrano),4/16/2020,batch (python),
2,1192,Q19006,P11,Q18807,associate item with Linking Lost Jazz Shrines (Paul Serrano),4/16/2020,batch (python),
2,1193,Q19006,P8,"""Q18918580""",add wikidata QID (Paul Serrano),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1194,Q19006,P9,https://www.wikidata.org/wiki/Q18918580,add wikidata URI (Paul Serrano),4/16/2020,batch (python),
2,1195,Q19007,P1,Q1,assign to class (Pete LaRoca),4/16/2020,batch (python),
2,1196,Q19007,P11,Q18807,associate item with Linking Lost Jazz Shrines (Pete LaRoca),4/16/2020,batch (python),
2,1197,Q19007,P8,"""Q83714""",add wikidata QID (Pete LaRoca),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1198,Q19007,P9,https://www.wikidata.org/wiki/Q83714,add wikidata URI (Pete LaRoca),4/16/2020,batch (python),
2,1199,Q19008,P1,Q1,assign to class (Rafik Williamson),4/16/2020,batch (python),
2,1200,Q19008,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rafik Williamson),4/16/2020,batch (python),
2,1201,Q19008,P8,"""Q69168194""",add wikidata QID (Rafik Williamson),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1202,Q19008,P9,https://www.wikidata.org/wiki/Q69168194,add wikidata URI (Rafik Williamson),4/16/2020,batch (python),
2,1203,Q19009,P1,Q1,assign to class (Rashim),4/16/2020,batch (python),
2,1204,Q19009,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rashim),4/16/2020,batch (python),
2,1205,Q19010,P1,Q1,assign to class (Rashim Asu),4/16/2020,batch (python),
2,1206,Q19010,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rashim Asu),4/16/2020,batch (python),
2,1207,Q19010,P8,"""Q69916740""",add wikidata QID (Rashim Asu),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1208,Q19010,P9,https://www.wikidata.org/wiki/Q69916740,add wikidata URI (Rashim Asu),4/16/2020,batch (python),
2,1209,Q19011,P1,Q1,assign to class (Ray Abrams),4/16/2020,batch (python),
2,1210,Q19011,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ray Abrams),4/16/2020,batch (python),
2,1211,Q19011,P8,"""Q1254518""",add wikidata QID (Ray Abrams),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1212,Q19011,P9,https://www.wikidata.org/wiki/Q1254518,add wikidata URI (Ray Abrams),4/16/2020,batch (python),
2,1213,Q19012,P1,Q1,assign to class (Rector Bailey),4/16/2020,batch (python),
2,1214,Q19012,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rector Bailey),4/16/2020,batch (python),
2,1215,Q19012,P8,"""Q29110343""",add wikidata QID (Rector Bailey),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1216,Q19012,P9,https://www.wikidata.org/wiki/Q29110343,add wikidata URI (Rector Bailey),4/16/2020,batch (python),
2,1217,Q19013,P1,Q1,assign to class (Richard (Dickie) Habersham-Bey),4/16/2020,batch (python),
2,1218,Q19013,P11,Q18807,associate item with Linking Lost Jazz Shrines (Richard (Dickie) Habersham-Bey),4/16/2020,batch (python),
2,1219,Q19013,P8,"""Q65554907""",add wikidata QID (Richard (Dickie) Habersham-Bey),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1220,Q19013,P9,https://www.wikidata.org/wiki/Q65554907,add wikidata URI (Richard (Dickie) Habersham-Bey),4/16/2020,batch (python),
2,1221,Q19014,P1,Q1,assign to class (Richard Otto),4/16/2020,batch (python),
2,1222,Q19014,P11,Q18807,associate item with Linking Lost Jazz Shrines (Richard Otto),4/16/2020,batch (python),
2,1223,Q19015,P1,Q1,assign to class (Robin Kelley),4/16/2020,batch (python),
2,1224,Q19015,P11,Q18807,associate item with Linking Lost Jazz Shrines (Robin Kelley),4/16/2020,batch (python),
2,1225,Q19016,P1,Q1,assign to class (Roger Wareham),4/16/2020,batch (python),
2,1226,Q19016,P11,Q18807,associate item with Linking Lost Jazz Shrines (Roger Wareham),4/16/2020,batch (python),
2,1227,Q19016,P8,"""Q65554900""",add wikidata QID (Roger Wareham),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1228,Q19016,P9,https://www.wikidata.org/wiki/Q65554900,add wikidata URI (Roger Wareham),4/16/2020,batch (python),
2,1229,Q19017,P1,Q1,assign to class (Roland Alexander),4/16/2020,batch (python),
2,1230,Q19017,P11,Q18807,associate item with Linking Lost Jazz Shrines (Roland Alexander),4/16/2020,batch (python),
2,1231,Q19017,P8,"""Q2162653""",add wikidata QID (Roland Alexander),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1232,Q19017,P9,https://www.wikidata.org/wiki/Q2162653,add wikidata URI (Roland Alexander),4/16/2020,batch (python),
2,1233,Q19018,P1,Q1,assign to class (Ron Warwell),4/16/2020,batch (python),
2,1234,Q19018,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ron Warwell),4/16/2020,batch (python),
2,1235,Q19019,P1,Q1,assign to class (Ron Washington),4/16/2020,batch (python),
2,1236,Q19019,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ron Washington),4/16/2020,batch (python),
2,1237,Q19020,P1,Q1,assign to class (Rosalind Blair),4/16/2020,batch (python),
2,1238,Q19020,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rosalind Blair),4/16/2020,batch (python),
2,1239,Q19020,P8,"""Q65554924""",add wikidata QID (Rosalind Blair),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1240,Q19020,P9,https://www.wikidata.org/wiki/Q65554924,add wikidata URI (Rosalind Blair),4/16/2020,batch (python),
2,1241,Q19021,P1,Q1,assign to class (Sam Pinn),4/16/2020,batch (python),
2,1242,Q19021,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sam Pinn),4/16/2020,batch (python),
2,1243,Q19021,P8,"""Q65554905""",add wikidata QID (Sam Pinn),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1244,Q19021,P9,https://www.wikidata.org/wiki/Q65554905,add wikidata URI (Sam Pinn),4/16/2020,batch (python),
2,1245,Q19022,P1,Q1,assign to class (Scoby Stroman),4/16/2020,batch (python),
2,1246,Q19022,P11,Q18807,associate item with Linking Lost Jazz Shrines (Scoby Stroman),4/16/2020,batch (python),
2,1247,Q19022,P8,"""Q1022567""",add wikidata QID (Scoby Stroman),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1248,Q19022,P9,https://www.wikidata.org/wiki/Q1022567,add wikidata URI (Scoby Stroman),4/16/2020,batch (python),
2,1249,Q19023,P1,Q1,assign to class (Sister Thulani),4/16/2020,batch (python),
2,1250,Q19023,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sister Thulani),4/16/2020,batch (python),
2,1251,Q19024,P1,Q1,assign to class (Snoop Dogg),4/16/2020,batch (python),
2,1252,Q19024,P11,Q18807,associate item with Linking Lost Jazz Shrines (Snoop Dogg),4/16/2020,batch (python),
2,1253,Q19024,P8,"""Q6096""",add wikidata QID (Snoop Dogg),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1254,Q19024,P9,https://www.wikidata.org/wiki/Q6096,add wikidata URI (Snoop Dogg),4/16/2020,batch (python),
2,1255,Q19025,P1,Q1,assign to class (Stefon Harris),4/16/2020,batch (python),
2,1256,Q19025,P11,Q18807,associate item with Linking Lost Jazz Shrines (Stefon Harris),4/16/2020,batch (python),
2,1257,Q19025,P8,"""Q720524""",add wikidata QID (Stefon Harris),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1258,Q19025,P9,https://www.wikidata.org/wiki/Q720524,add wikidata URI (Stefon Harris),4/16/2020,batch (python),
2,1259,Q19026,P1,Q1,assign to class (Tommy Williams),4/16/2020,batch (python),
2,1260,Q19026,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tommy Williams),4/16/2020,batch (python),
2,1261,Q19026,P8,"""Q17143263""",add wikidata QID (Tommy Williams),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1262,Q19026,P9,https://www.wikidata.org/wiki/Q17143263,add wikidata URI (Tommy Williams),4/16/2020,batch (python),
2,1263,Q19027,P1,Q1,assign to class (Tony Lester),4/16/2020,batch (python),
2,1264,Q19027,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tony Lester),4/16/2020,batch (python),
2,1265,Q19028,P1,Q1,assign to class (Torrie McCartney),4/16/2020,batch (python),
2,1266,Q19028,P11,Q18807,associate item with Linking Lost Jazz Shrines (Torrie McCartney),4/16/2020,batch (python),
2,1267,Q19029,P1,Q1,assign to class (Tulivu-Donna Cumberbatch),4/16/2020,batch (python),
2,1268,Q19029,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tulivu-Donna Cumberbatch),4/16/2020,batch (python),
2,1269,Q19029,P8,"""Q7852105""",add wikidata QID (Tulivu-Donna Cumberbatch),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1270,Q19029,P9,https://www.wikidata.org/wiki/Q7852105,add wikidata URI (Tulivu-Donna Cumberbatch),4/16/2020,batch (python),
2,1271,Q19030,P1,Q1,assign to class (Tupac),4/16/2020,batch (python),
2,1272,Q19030,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tupac),4/16/2020,batch (python),
2,1273,Q19030,P8,"""Q6107""",add wikidata QID (Tupac),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1274,Q19030,P9,https://www.wikidata.org/wiki/Q6107,add wikidata URI (Tupac),4/16/2020,batch (python),
2,1275,Q19031,P1,Q1,assign to class (Vanessa Rubin),4/16/2020,batch (python),
2,1276,Q19031,P11,Q18807,associate item with Linking Lost Jazz Shrines (Vanessa Rubin),4/16/2020,batch (python),
2,1277,Q19031,P8,"""Q2510230""",add wikidata QID (Vanessa Rubin),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1278,Q19031,P9,https://www.wikidata.org/wiki/Q2510230,add wikidata URI (Vanessa Rubin),4/16/2020,batch (python),
2,1279,Q19032,P1,Q1,assign to class (Viola Plummer),4/16/2020,batch (python),
2,1280,Q19032,P11,Q18807,associate item with Linking Lost Jazz Shrines (Viola Plummer),4/16/2020,batch (python),
2,1281,Q19032,P8,"""Q65554901""",add wikidata QID (Viola Plummer),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1282,Q19032,P9,https://www.wikidata.org/wiki/Q65554901,add wikidata URI (Viola Plummer),4/16/2020,batch (python),
2,1283,Q19033,P1,Q1,assign to class (Virgil Jones),4/16/2020,batch (python),
2,1284,Q19033,P11,Q18807,associate item with Linking Lost Jazz Shrines (Virgil Jones),4/16/2020,batch (python),
2,1285,Q19033,P8,"""Q2527665""",add wikidata QID (Virgil Jones),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1286,Q19033,P9,https://www.wikidata.org/wiki/Q2527665,add wikidata URI (Virgil Jones),4/16/2020,batch (python),
2,1287,Q19034,P1,Q1,assign to class (Wade E. Barnes),4/16/2020,batch (python),
2,1288,Q19034,P11,Q18807,associate item with Linking Lost Jazz Shrines (Wade E. Barnes),4/16/2020,batch (python),
2,1289,Q19034,P8,"""Q15441507""",add wikidata QID (Wade E. Barnes),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1290,Q19034,P9,https://www.wikidata.org/wiki/Q15441507,add wikidata URI (Wade E. Barnes),4/16/2020,batch (python),
2,1291,Q19035,P1,Q1,assign to class (Walt Miller),4/16/2020,batch (python),
2,1292,Q19035,P11,Q18807,associate item with Linking Lost Jazz Shrines (Walt Miller),4/16/2020,batch (python),
2,1293,Q19035,P8,"""Q65554921""",add wikidata QID (Walt Miller),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1294,Q19035,P9,https://www.wikidata.org/wiki/Q65554921,add wikidata URI (Walt Miller),4/16/2020,batch (python),
2,1295,Q19036,P1,Q1,assign to class (Walter Baby Sweets Perkins),4/16/2020,batch (python),
2,1296,Q19036,P11,Q18807,associate item with Linking Lost Jazz Shrines (Walter Baby Sweets Perkins),4/16/2020,batch (python),
2,1297,Q19036,P8,"""Q355582""",add wikidata QID (Walter Baby Sweets Perkins),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1298,Q19036,P9,https://www.wikidata.org/wiki/Q355582,add wikidata URI (Walter Baby Sweets Perkins),4/16/2020,batch (python),
2,1299,Q19037,P1,Q1,assign to class (Will Smith),4/16/2020,batch (python),
2,1300,Q19037,P11,Q18807,associate item with Linking Lost Jazz Shrines (Will Smith),4/16/2020,batch (python),
2,1301,Q19037,P8,"""Q40096""",add wikidata QID (Will Smith),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1302,Q19037,P9,https://www.wikidata.org/wiki/Q40096,add wikidata URI (Will Smith),4/16/2020,batch (python),
2,1303,Q19038,P1,Q1,assign to class (Willard Bobo Jenkins),4/16/2020,batch (python),
2,1304,Q19038,P11,Q18807,associate item with Linking Lost Jazz Shrines (Willard Bobo Jenkins),4/16/2020,batch (python),
2,1305,Q19038,P8,"""Q15449804""",add wikidata QID (Willard Bobo Jenkins),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1306,Q19038,P9,https://www.wikidata.org/wiki/Q15449804,add wikidata URI (Willard Bobo Jenkins),4/16/2020,batch (python),
2,1307,Q19039,P1,Q1,assign to class (Willie Jones),4/16/2020,batch (python),
2,1308,Q19039,P11,Q18807,associate item with Linking Lost Jazz Shrines (Willie Jones),4/16/2020,batch (python),
2,1309,Q19039,P8,"""Q2581448""",add wikidata QID (Willie Jones),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1310,Q19039,P9,https://www.wikidata.org/wiki/Q2581448,add wikidata URI (Willie Jones),4/16/2020,batch (python),
2,1311,Q19040,P1,Q1,assign to class (Willie Thomas),4/16/2020,batch (python),
2,1312,Q19040,P11,Q18807,associate item with Linking Lost Jazz Shrines (Willie Thomas),4/16/2020,batch (python),
2,1313,Q19040,P8,"""Q23008738""",add wikidata QID (Willie Thomas),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1314,Q19040,P9,https://www.wikidata.org/wiki/Q23008738,add wikidata URI (Willie Thomas),4/16/2020,batch (python),
2,1315,Q19041,P1,Q1,assign to class (Wilson Hayes),4/16/2020,batch (python),
2,1316,Q19041,P11,Q18807,associate item with Linking Lost Jazz Shrines (Wilson Hayes),4/16/2020,batch (python),
2,1317,Q19042,P1,Q1,assign to class (Yoko Kanno),4/16/2020,batch (python),
2,1318,Q19042,P11,Q18807,associate item with Linking Lost Jazz Shrines (Yoko Kanno),4/16/2020,batch (python),
2,1319,Q19042,P8,"""Q224981""",add wikidata QID (Yoko Kanno),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1320,Q19042,P9,https://www.wikidata.org/wiki/Q224981,add wikidata URI (Yoko Kanno),4/16/2020,batch (python),
3,1321,Q19100,Len,"""Vincent Jones""",add label,5/18/2020,manual,
3,1322,Q19100,P1,Q1,assign to class (Vincent Jones),5/18/2020,manual,
3,1323,Q19100,P11,Q18807,associate item with Linking Lost Jazz Shrines (Vincent Jones),5/18/2020,manual,
3,1324,Q19100,P8,"""Q65554919""",add wikidata QID (Vincent Jones),5/18/2020,manual,
3,1325,Q19100,P9,https://www.wikidata.org/wiki/Q65554919,add wikidata URI (Vincent Jones),5/18/2020,manual,
3,1326,Q19101,Len,"""Pratt Institute""",add label,5/18/2020,manual,
3,1327,Q19101,P1,Q18806,assign to class (Pratt Institute),5/18/2020,manual,
3,1328,Q19101,P11,Q18807,associate item with Linking Lost Jazz Shrines (Pratt Institute),5/18/2020,manual,
3,1329,Q19101,P8,"""Q1204714""",add wikidata QID (Pratt Institute),5/18/2020,manual,
3,1330,Q19101,P9,https://www.wikidata.org/entity/Q1204714,add wikidata URI (Pratt Institute),5/18/2020,manual,
4,1331,Q18816,P8,"""Q1684488""",add wikidata QID (Jazz Standard),6/1/2020,manual,
4,1332,Q18816,P9,https://www.wikidata.org/entity/Q1684488,add wikidata URI (Jazz Standard),6/1/2020,manual,
4,1333,Q18875,P8,"""Q1759057""",add wikidata QID (Savoy Ballroom),6/1/2020,manual,
4,1334,Q18875,P9,https://www.wikidata.org/entity/Q1759057,add wikidata URI (Savoy Ballroom),6/1/2020,manual,
4,1335,Q18975,P8,"""Q65554909""",add wikidata QID (Kaitlyn Greenidge),6/1/2020,manual,
4,1336,Q18975,P9,https://www.wikidata.org/entity/Q65554909,add wikidata URI (Kaitlyn Greenidge),6/1/2020,manual,
4,1337,Q20530,Len,"""Max Roach-Clifford Brown Quintet""",add label,8/1/2020,manual,
4,1338,Q20530,P1,Q18805,assign to class (Max Roach-Clifford Brown Quintet),8/1/2020,manual,
4,1339,Q20530,P11,Q18807,associate item with Linking Lost Jazz Shrines (Max Roach-Clifford Brown Quintet),8/1/2020,manual,
4,1340,Q20531,Len,"""Village Vanguard""",add label,8/1/2020,manual,
4,1341,Q20531,P1,Q18806,assign to class (Village Vanguard),8/1/2020,manual,
