batch,sort,QID,PROPERTY,VALUE, admin note,date enhanced,method,note
2,604,Q18831,P11,Q18807,associate item with Linking Lost Jazz Shrines (Baby Grand Harlem),4/16/2020,batch (python),
2,605,Q18831,P8,"""Q69084358""",add wikidata QID (Baby Grand Harlem),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,606,Q18831,P9,https://www.wikidata.org/wiki/Q69084358,add wikidata URI (Baby Grand Harlem),4/16/2020,batch (python),
2,607,Q18832,P1,Q18806,assign to class (Ben's),4/16/2020,batch (python),
2,608,Q18832,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ben's),4/16/2020,batch (python),
2,609,Q18832,P8,"""Q68931953""",add wikidata QID (Ben's),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,610,Q18832,P9,https://www.wikidata.org/wiki/Q68931953,add wikidata URI (Ben's),4/16/2020,batch (python),
2,611,Q18833,P1,Q18806,assign to class (Birdland (52nd Street)),4/16/2020,batch (python),
2,612,Q18833,P11,Q18807,associate item with Linking Lost Jazz Shrines (Birdland (52nd Street)),4/16/2020,batch (python),
2,613,Q18833,P8,"""Q256347""",add wikidata QID (Birdland (52nd Street)),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,614,Q18833,P9,https://www.wikidata.org/wiki/Q256347,add wikidata URI (Birdland (52nd Street)),4/16/2020,batch (python),
2,615,Q18834,P1,Q18806,assign to class (Blue Coronet),4/16/2020,batch (python),
2,616,Q18834,P11,Q18807,associate item with Linking Lost Jazz Shrines (Blue Coronet),4/16/2020,batch (python),
2,617,Q18834,P8,"""Q65548661""",add wikidata QID (Blue Coronet),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,618,Q18834,P9,https://www.wikidata.org/wiki/Q65548661,add wikidata URI (Blue Coronet),4/16/2020,batch (python),
2,619,Q18835,P1,Q18806,assign to class (Blue Note),4/16/2020,batch (python),
2,620,Q18835,P11,Q18807,associate item with Linking Lost Jazz Shrines (Blue Note),4/16/2020,batch (python),
2,621,Q18835,P8,"""Q885833""",add wikidata QID (Blue Note),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,622,Q18835,P9,https://www.wikidata.org/wiki/Q885833,add wikidata URI (Blue Note),4/16/2020,batch (python),
2,623,Q18836,P1,Q18806,assign to class (Branker's),4/16/2020,batch (python),
2,624,Q18836,P11,Q18807,associate item with Linking Lost Jazz Shrines (Branker's),4/16/2020,batch (python),
2,625,Q18837,P1,Q18806,assign to class (Brooklyn Academy of Music),4/16/2020,batch (python),
2,626,Q18837,P11,Q18807,associate item with Linking Lost Jazz Shrines (Brooklyn Academy of Music),4/16/2020,batch (python),
2,627,Q18837,P8,"""Q72912""",add wikidata QID (Brooklyn Academy of Music),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,628,Q18837,P9,https://www.wikidata.org/wiki/Q72912,add wikidata URI (Brooklyn Academy of Music),4/16/2020,batch (python),
2,629,Q18838,P1,Q18806,assign to class (Brooklyn Apollo),4/16/2020,batch (python),
2,630,Q18838,P11,Q18807,associate item with Linking Lost Jazz Shrines (Brooklyn Apollo),4/16/2020,batch (python),
2,631,Q18838,P8,"""Q45032061""",add wikidata QID (Brooklyn Apollo),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,632,Q18838,P9,https://www.wikidata.org/wiki/Q45032061,add wikidata URI (Brooklyn Apollo),4/16/2020,batch (python),
2,633,Q18839,P1,Q18806,assign to class (Brooklyn Palace),4/16/2020,batch (python),
2,634,Q18839,P11,Q18807,associate item with Linking Lost Jazz Shrines (Brooklyn Palace),4/16/2020,batch (python),
2,635,Q18840,P1,Q18806,assign to class (Brownies),4/16/2020,batch (python),
2,636,Q18840,P11,Q18807,associate item with Linking Lost Jazz Shrines (Brownies),4/16/2020,batch (python),
2,637,Q18840,P8,"""Q65548909""",add wikidata QID (Brownies),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,638,Q18840,P9,https://www.wikidata.org/wiki/Q65548909,add wikidata URI (Brownies),4/16/2020,batch (python),
2,639,Q18841,P1,Q18806,assign to class (Bucket of Blood),4/16/2020,batch (python),
2,640,Q18841,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bucket of Blood),4/16/2020,batch (python),
2,641,Q18842,P1,Q18806,assign to class (Carroll Bar),4/16/2020,batch (python),
2,642,Q18842,P11,Q18807,associate item with Linking Lost Jazz Shrines (Carroll Bar),4/16/2020,batch (python),
2,643,Q18842,P8,"""Q68931954""",add wikidata QID (Carroll Bar),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,644,Q18842,P9,https://www.wikidata.org/wiki/Q68931954,add wikidata URI (Carroll Bar),4/16/2020,batch (python),
2,645,Q18843,P1,Q18806,assign to class (Cecil's),4/16/2020,batch (python),
2,646,Q18843,P11,Q18807,associate item with Linking Lost Jazz Shrines (Cecil's),4/16/2020,batch (python),
2,647,Q18844,P1,Q18806,assign to class (Club 243),4/16/2020,batch (python),
2,648,Q18844,P11,Q18807,associate item with Linking Lost Jazz Shrines (Club 243),4/16/2020,batch (python),
2,649,Q18845,P1,Q18806,assign to class (Club 845),4/16/2020,batch (python),
2,650,Q18845,P11,Q18807,associate item with Linking Lost Jazz Shrines (Club 845),4/16/2020,batch (python),
2,651,Q18846,P1,Q18806,assign to class (Club Baron),4/16/2020,batch (python),
2,652,Q18846,P11,Q18807,associate item with Linking Lost Jazz Shrines (Club Baron),4/16/2020,batch (python),
2,653,Q18847,P1,Q18806,assign to class (Club La Marchal),4/16/2020,batch (python),
2,654,Q18847,P11,Q18807,associate item with Linking Lost Jazz Shrines (Club La Marchal),4/16/2020,batch (python),
2,655,Q18847,P8,"""Q65548894""",add wikidata QID (Club La Marchal),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,656,Q18847,P9,https://www.wikidata.org/wiki/Q65548894,add wikidata URI (Club La Marchal),4/16/2020,batch (python),
2,657,Q18848,P1,Q18806,assign to class (Count Basie Club (Harlem)),4/16/2020,batch (python),
2,658,Q18848,P11,Q18807,associate item with Linking Lost Jazz Shrines (Count Basie Club (Harlem)),4/16/2020,batch (python),
2,659,Q18849,P1,Q18806,assign to class (Crescent Lounge),4/16/2020,batch (python),
2,660,Q18849,P11,Q18807,associate item with Linking Lost Jazz Shrines (Crescent Lounge),4/16/2020,batch (python),
2,661,Q18850,P1,Q18806,assign to class (Dizzy's Club),4/16/2020,batch (python),
2,662,Q18850,P11,Q18807,associate item with Linking Lost Jazz Shrines (Dizzy's Club),4/16/2020,batch (python),
2,663,Q18850,P8,"""Q84513529""",add wikidata QID (Dizzy's Club),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,664,Q18850,P9,https://www.wikidata.org/wiki/Q84513529,add wikidata URI (Dizzy's Club),4/16/2020,batch (python),
2,665,Q18851,P1,Q18806,assign to class (Farmer John's),4/16/2020,batch (python),
2,666,Q18851,P11,Q18807,associate item with Linking Lost Jazz Shrines (Farmer John's),4/16/2020,batch (python),
2,667,Q18852,P1,Q18806,assign to class (Five Spot),4/16/2020,batch (python),
2,668,Q18852,P11,Q18807,associate item with Linking Lost Jazz Shrines (Five Spot),4/16/2020,batch (python),
2,669,Q18852,P8,"""Q1421882""",add wikidata QID (Five Spot),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,670,Q18852,P9,https://www.wikidata.org/wiki/Q1421882,add wikidata URI (Five Spot),4/16/2020,batch (python),
2,671,Q18853,P1,Q18806,assign to class (Flamingo Lounge),4/16/2020,batch (python),
2,672,Q18853,P11,Q18807,associate item with Linking Lost Jazz Shrines (Flamingo Lounge),4/16/2020,batch (python),
2,673,Q18853,P8,"""Q65548910""",add wikidata QID (Flamingo Lounge),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,674,Q18853,P9,https://www.wikidata.org/wiki/Q65548910,add wikidata URI (Flamingo Lounge),4/16/2020,batch (python),
2,675,Q18854,P1,Q18806,assign to class (Grecian Cave),4/16/2020,batch (python),
2,676,Q18854,P11,Q18807,associate item with Linking Lost Jazz Shrines (Grecian Cave),4/16/2020,batch (python),
2,677,Q18855,P1,Q18806,assign to class (Half Note Club),4/16/2020,batch (python),
2,678,Q18855,P11,Q18807,associate item with Linking Lost Jazz Shrines (Half Note Club),4/16/2020,batch (python),
2,679,Q18855,P8,"""Q5641732""",add wikidata QID (Half Note Club),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,680,Q18855,P9,https://www.wikidata.org/wiki/Q5641732,add wikidata URI (Half Note Club),4/16/2020,batch (python),
2,681,Q18856,P1,Q18806,assign to class (Harlem Stage),4/16/2020,batch (python),
2,682,Q18856,P11,Q18807,associate item with Linking Lost Jazz Shrines (Harlem Stage),4/16/2020,batch (python),
2,683,Q18856,P8,"""Q54848544""",add wikidata QID (Harlem Stage),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,684,Q18856,P9,https://www.wikidata.org/wiki/Q54848544,add wikidata URI (Harlem Stage),4/16/2020,batch (python),
2,685,Q18857,P1,Q18806,assign to class (Jazz 966),4/16/2020,batch (python),
2,686,Q18857,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jazz 966),4/16/2020,batch (python),
2,687,Q18857,P8,"""Q65548897""",add wikidata QID (Jazz 966),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,688,Q18857,P9,https://www.wikidata.org/wiki/Q65548897,add wikidata URI (Jazz 966),4/16/2020,batch (python),
2,689,Q18858,P1,Q18806,assign to class (Jefferson Bar),4/16/2020,batch (python),
2,690,Q18858,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jefferson Bar),4/16/2020,batch (python),
2,691,Q18858,P8,"""Q68931959""",add wikidata QID (Jefferson Bar),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,692,Q18858,P9,https://www.wikidata.org/wiki/Q68931959,add wikidata URI (Jefferson Bar),4/16/2020,batch (python),
2,693,Q18859,P1,Q18806,assign to class (K & C Lounge),4/16/2020,batch (python),
2,694,Q18859,P11,Q18807,associate item with Linking Lost Jazz Shrines (K & C Lounge),4/16/2020,batch (python),
2,695,Q18860,P1,Q18806,assign to class (Kingston Lounge),4/16/2020,batch (python),
2,696,Q18860,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kingston Lounge),4/16/2020,batch (python),
2,697,Q18860,P8,"""Q65548659""",add wikidata QID (Kingston Lounge),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,698,Q18860,P9,https://www.wikidata.org/wiki/Q65548659,add wikidata URI (Kingston Lounge),4/16/2020,batch (python),
2,699,Q18861,P1,Q18806,assign to class (Lennox Lounge),4/16/2020,batch (python),
2,700,Q18861,P11,Q18807,associate item with Linking Lost Jazz Shrines (Lennox Lounge),4/16/2020,batch (python),
2,701,Q18862,P1,Q18806,assign to class (Loew's Brevoort Theatre),4/16/2020,batch (python),
2,702,Q18862,P11,Q18807,associate item with Linking Lost Jazz Shrines (Loew's Brevoort Theatre),4/16/2020,batch (python),
2,703,Q18862,P8,"""Q45033588""",add wikidata QID (Loew's Brevoort Theatre),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,704,Q18862,P9,https://www.wikidata.org/wiki/Q45033588,add wikidata URI (Loew's Brevoort Theatre),4/16/2020,batch (python),
2,705,Q18863,P1,Q18806,assign to class (Lucky Spot),4/16/2020,batch (python),
2,706,Q18863,P11,Q18807,associate item with Linking Lost Jazz Shrines (Lucky Spot),4/16/2020,batch (python),
2,707,Q18864,P1,Q18806,assign to class (Medger Evers College),4/16/2020,batch (python),
2,708,Q18864,P11,Q18807,associate item with Linking Lost Jazz Shrines (Medger Evers College),4/16/2020,batch (python),
2,709,Q18864,P8,"""Q6805332""",add wikidata QID (Medger Evers College),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,710,Q18864,P9,https://www.wikidata.org/wiki/Q6805332,add wikidata URI (Medger Evers College),4/16/2020,batch (python),
2,711,Q18865,P1,Q18806,assign to class (Morris-Jumel Mansion),4/16/2020,batch (python),
2,712,Q18865,P11,Q18807,associate item with Linking Lost Jazz Shrines (Morris-Jumel Mansion),4/16/2020,batch (python),
2,713,Q18865,P8,"""Q1948466""",add wikidata QID (Morris-Jumel Mansion),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,714,Q18865,P9,https://www.wikidata.org/wiki/Q1948466,add wikidata URI (Morris-Jumel Mansion),4/16/2020,batch (python),
2,715,Q18866,P1,Q18806,assign to class (Moulin Rouge),4/16/2020,batch (python),
2,716,Q18866,P11,Q18807,associate item with Linking Lost Jazz Shrines (Moulin Rouge),4/16/2020,batch (python),
2,717,Q18867,P1,Q18806,assign to class (Palladium),4/16/2020,batch (python),
2,718,Q18867,P11,Q18807,associate item with Linking Lost Jazz Shrines (Palladium),4/16/2020,batch (python),
2,719,Q18867,P8,"""Q7127710""",add wikidata QID (Palladium),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,720,Q18867,P9,https://www.wikidata.org/wiki/Q7127710,add wikidata URI (Palladium),4/16/2020,batch (python),
2,721,Q18868,P1,Q18806,assign to class (Paul's),4/16/2020,batch (python),
2,722,Q18868,P11,Q18807,associate item with Linking Lost Jazz Shrines (Paul's),4/16/2020,batch (python),
2,723,Q18868,P8,"""Q68931964""",add wikidata QID (Paul's),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,724,Q18868,P9,https://www.wikidata.org/wiki/Q68931964,add wikidata URI (Paul's),4/16/2020,batch (python),
2,725,Q18869,P1,Q18806,assign to class (Pookie’s),4/16/2020,batch (python),
2,726,Q18869,P11,Q18807,associate item with Linking Lost Jazz Shrines (Pookie’s),4/16/2020,batch (python),
2,727,Q18870,P1,Q18806,assign to class (Pumpkin's),4/16/2020,batch (python),
2,728,Q18870,P11,Q18807,associate item with Linking Lost Jazz Shrines (Pumpkin's),4/16/2020,batch (python),
2,729,Q18871,P1,Q18806,assign to class (Putnam Central),4/16/2020,batch (python),
2,730,Q18871,P11,Q18807,associate item with Linking Lost Jazz Shrines (Putnam Central),4/16/2020,batch (python),
2,731,Q18871,P8,"""Q65548664""",add wikidata QID (Putnam Central),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,732,Q18871,P9,https://www.wikidata.org/wiki/Q65548664,add wikidata URI (Putnam Central),4/16/2020,batch (python),
2,733,Q18872,P1,Q18806,assign to class (Putnam Theater),4/16/2020,batch (python),
2,734,Q18872,P11,Q18807,associate item with Linking Lost Jazz Shrines (Putnam Theater),4/16/2020,batch (python),
2,735,Q18873,P1,Q18806,assign to class (Rustic Tavern),4/16/2020,batch (python),
2,736,Q18873,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rustic Tavern),4/16/2020,batch (python),
2,737,Q18874,P1,Q18806,assign to class (Sankofa),4/16/2020,batch (python),
2,738,Q18874,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sankofa),4/16/2020,batch (python),
2,739,Q18874,P8,"""Q66930935""",add wikidata QID (Sankofa),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,740,Q18874,P9,https://www.wikidata.org/wiki/Q66930935,add wikidata URI (Sankofa),4/16/2020,batch (python),
2,741,Q18875,P1,Q18806,assign to class (Savoy Ballroom),4/16/2020,batch (python),
2,742,Q18875,P11,Q18807,associate item with Linking Lost Jazz Shrines (Savoy Ballroom),4/16/2020,batch (python),
2,743,Q18876,P1,Q18806,assign to class (Sista's Place),4/16/2020,batch (python),
2,744,Q18876,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sista's Place),4/16/2020,batch (python),
2,745,Q18876,P8,"""Q65548899""",add wikidata QID (Sista's Place),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,746,Q18876,P9,https://www.wikidata.org/wiki/Q65548899,add wikidata URI (Sista's Place),4/16/2020,batch (python),
2,747,Q18877,P1,Q18806,assign to class (Slave Theater),4/16/2020,batch (python),
2,748,Q18877,P11,Q18807,associate item with Linking Lost Jazz Shrines (Slave Theater),4/16/2020,batch (python),
2,749,Q18877,P8,"""Q65548896""",add wikidata QID (Slave Theater),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,750,Q18877,P9,https://www.wikidata.org/wiki/Q65548896,add wikidata URI (Slave Theater),4/16/2020,batch (python),
2,751,Q18878,P1,Q18806,assign to class (Slug's),4/16/2020,batch (python),
2,752,Q18878,P11,Q18807,associate item with Linking Lost Jazz Shrines (Slug's),4/16/2020,batch (python),
2,753,Q18878,P8,"""Q2294736""",add wikidata QID (Slug's),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,754,Q18878,P9,https://www.wikidata.org/wiki/Q2294736,add wikidata URI (Slug's),4/16/2020,batch (python),
2,755,Q18879,P1,Q18806,assign to class (Smuckers),4/16/2020,batch (python),
2,756,Q18879,P11,Q18807,associate item with Linking Lost Jazz Shrines (Smuckers),4/16/2020,batch (python),
2,757,Q18879,P8,"""Q68924470""",add wikidata QID (Smuckers),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,758,Q18879,P9,https://www.wikidata.org/wiki/Q68924470,add wikidata URI (Smuckers),4/16/2020,batch (python),
2,759,Q18880,P1,Q18806,assign to class (Solomon’s Porch),4/16/2020,batch (python),
2,760,Q18880,P11,Q18807,associate item with Linking Lost Jazz Shrines (Solomon’s Porch),4/16/2020,batch (python),
2,761,Q18881,P1,Q18806,assign to class (Sonya Ballroom),4/16/2020,batch (python),
2,762,Q18881,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sonya Ballroom),4/16/2020,batch (python),
2,763,Q18881,P8,"""Q65548662""",add wikidata QID (Sonya Ballroom),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,764,Q18881,P9,https://www.wikidata.org/wiki/Q65548662,add wikidata URI (Sonya Ballroom),4/16/2020,batch (python),
2,765,Q18882,P1,Q18806,assign to class (St. Nick's Pub),4/16/2020,batch (python),
2,766,Q18882,P11,Q18807,associate item with Linking Lost Jazz Shrines (St. Nick's Pub),4/16/2020,batch (python),
2,767,Q18882,P8,"""Q55633804""",add wikidata QID (St. Nick's Pub),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,768,Q18882,P9,https://www.wikidata.org/wiki/Q55633804,add wikidata URI (St. Nick's Pub),4/16/2020,batch (python),
2,769,Q18883,P1,Q18806,assign to class (Sugar Hill),4/16/2020,batch (python),
2,770,Q18883,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sugar Hill),4/16/2020,batch (python),
2,771,Q18884,P1,Q18806,assign to class (The Continental),4/16/2020,batch (python),
2,772,Q18884,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Continental),4/16/2020,batch (python),
2,773,Q18884,P8,"""Q65548901""",add wikidata QID (The Continental),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,774,Q18884,P9,https://www.wikidata.org/wiki/Q65548901,add wikidata URI (The Continental),4/16/2020,batch (python),
2,775,Q18885,P1,Q18806,assign to class (The East),4/16/2020,batch (python),
2,776,Q18885,P11,Q18807,associate item with Linking Lost Jazz Shrines (The East),4/16/2020,batch (python),
2,777,Q18885,P8,"""Q48806213""",add wikidata QID (The East),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,778,Q18885,P9,https://www.wikidata.org/wiki/Q48806213,add wikidata URI (The East),4/16/2020,batch (python),
2,779,Q18886,P1,Q18806,assign to class (The Elks Club),4/16/2020,batch (python),
2,780,Q18886,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Elks Club),4/16/2020,batch (python),
2,781,Q18886,P8,"""Q65548663""",add wikidata QID (The Elks Club),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,782,Q18886,P9,https://www.wikidata.org/wiki/Q65548663,add wikidata URI (The Elks Club),4/16/2020,batch (python),
2,783,Q18887,P1,Q18806,assign to class (The Fantasy),4/16/2020,batch (python),
2,784,Q18887,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Fantasy),4/16/2020,batch (python),
2,785,Q18888,P1,Q18806,assign to class (The Happy Landing),4/16/2020,batch (python),
2,786,Q18888,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Happy Landing),4/16/2020,batch (python),
2,787,Q18888,P8,"""Q72889802""",add wikidata QID (The Happy Landing),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,788,Q18888,P9,https://www.wikidata.org/wiki/Q72889802,add wikidata URI (The Happy Landing),4/16/2020,batch (python),
2,789,Q18889,P1,Q18806,assign to class (The Hole),4/16/2020,batch (python),
2,790,Q18889,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Hole),4/16/2020,batch (python),
2,791,Q18890,P1,Q18806,assign to class (The Id),4/16/2020,batch (python),
2,792,Q18890,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Id),4/16/2020,batch (python),
2,793,Q18891,P1,Q18806,assign to class (The Jazz Spot),4/16/2020,batch (python),
2,794,Q18891,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Jazz Spot),4/16/2020,batch (python),
2,795,Q18892,P1,Q18806,assign to class (The Kitchen NYC),4/16/2020,batch (python),
2,796,Q18892,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Kitchen NYC),4/16/2020,batch (python),
2,797,Q18892,P8,"""Q1796286""",add wikidata QID (The Kitchen NYC),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,798,Q18892,P9,https://www.wikidata.org/wiki/Q1796286,add wikidata URI (The Kitchen NYC),4/16/2020,batch (python),
2,799,Q18893,P1,Q18806,assign to class (The Monaco),4/16/2020,batch (python),
2,800,Q18893,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Monaco),4/16/2020,batch (python),
2,801,Q18893,P8,"""Q68931961""",add wikidata QID (The Monaco),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,802,Q18893,P9,https://www.wikidata.org/wiki/Q68931961,add wikidata URI (The Monaco),4/16/2020,batch (python),
2,803,Q18894,P1,Q18806,assign to class (The Muse),4/16/2020,batch (python),
2,804,Q18894,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Muse),4/16/2020,batch (python),
2,805,Q18894,P8,"""Q65548898""",add wikidata QID (The Muse),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,806,Q18894,P9,https://www.wikidata.org/wiki/Q65548898,add wikidata URI (The Muse),4/16/2020,batch (python),
2,807,Q18895,P1,Q18806,assign to class (The Vanguard),4/16/2020,batch (python),
2,808,Q18895,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Vanguard),4/16/2020,batch (python),
2,809,Q18895,P8,"""Q670623""",add wikidata QID (The Vanguard),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,810,Q18895,P9,https://www.wikidata.org/wiki/Q670623,add wikidata URI (The Vanguard),4/16/2020,batch (python),
2,811,Q18896,P1,Q18806,assign to class (Tiffany Lounge),4/16/2020,batch (python),
2,812,Q18896,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tiffany Lounge),4/16/2020,batch (python),
2,813,Q18896,P8,"""Q68931965""",add wikidata QID (Tiffany Lounge),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,814,Q18896,P9,https://www.wikidata.org/wiki/Q68931965,add wikidata URI (Tiffany Lounge),4/16/2020,batch (python),
2,815,Q18897,P1,Q18806,assign to class (Tip Top Inn),4/16/2020,batch (python),
2,816,Q18897,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tip Top Inn),4/16/2020,batch (python),
2,817,Q18898,P1,Q18806,assign to class (Tony's Grand Dean),4/16/2020,batch (python),
2,818,Q18898,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tony's Grand Dean),4/16/2020,batch (python),
2,819,Q18898,P8,"""Q65548904""",add wikidata QID (Tony's Grand Dean),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,820,Q18898,P9,https://www.wikidata.org/wiki/Q65548904,add wikidata URI (Tony's Grand Dean),4/16/2020,batch (python),
2,821,Q18899,P1,Q18806,assign to class (Town & Country),4/16/2020,batch (python),
2,822,Q18899,P11,Q18807,associate item with Linking Lost Jazz Shrines (Town & Country),4/16/2020,batch (python),
2,823,Q18899,P8,"""Q65548905""",add wikidata QID (Town & Country),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,824,Q18899,P9,https://www.wikidata.org/wiki/Q65548905,add wikidata URI (Town & Country),4/16/2020,batch (python),
2,825,Q18900,P1,Q18806,assign to class (Town Hill),4/16/2020,batch (python),
2,826,Q18900,P11,Q18807,associate item with Linking Lost Jazz Shrines (Town Hill),4/16/2020,batch (python),
2,827,Q18901,P1,Q18806,assign to class (Turbo Village),4/16/2020,batch (python),
2,828,Q18901,P11,Q18807,associate item with Linking Lost Jazz Shrines (Turbo Village),4/16/2020,batch (python),
2,829,Q18901,P8,"""Q65548906""",add wikidata QID (Turbo Village),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,830,Q18901,P9,https://www.wikidata.org/wiki/Q65548906,add wikidata URI (Turbo Village),4/16/2020,batch (python),
2,831,Q18902,P1,Q18806,assign to class (Two Steps Down),4/16/2020,batch (python),
2,832,Q18902,P11,Q18807,associate item with Linking Lost Jazz Shrines (Two Steps Down),4/16/2020,batch (python),
2,833,Q18903,P1,Q18806,assign to class (Up Over Jazz Café),4/16/2020,batch (python),
2,834,Q18903,P11,Q18807,associate item with Linking Lost Jazz Shrines (Up Over Jazz Café),4/16/2020,batch (python),
2,835,Q18903,P8,"""Q65548902""",add wikidata QID (Up Over Jazz Café),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,836,Q18903,P9,https://www.wikidata.org/wiki/Q65548902,add wikidata URI (Up Over Jazz Café),4/16/2020,batch (python),
2,837,Q18904,P1,Q18806,assign to class (Valhalla),4/16/2020,batch (python),
2,838,Q18904,P11,Q18807,associate item with Linking Lost Jazz Shrines (Valhalla),4/16/2020,batch (python),
2,839,Q18904,P8,"""Q68946503""",add wikidata QID (Valhalla),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,840,Q18904,P9,https://www.wikidata.org/wiki/Q68946503,add wikidata URI (Valhalla),4/16/2020,batch (python),
2,841,Q18905,P1,Q18806,assign to class (Verona Café),4/16/2020,batch (python),
2,842,Q18905,P11,Q18807,associate item with Linking Lost Jazz Shrines (Verona Café),4/16/2020,batch (python),
2,843,Q18906,P1,Q18806,assign to class (Village Gate),4/16/2020,batch (python),
2,844,Q18906,P11,Q18807,associate item with Linking Lost Jazz Shrines (Village Gate),4/16/2020,batch (python),
2,845,Q18906,P8,"""Q1128095""",add wikidata QID (Village Gate),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,846,Q18906,P9,https://www.wikidata.org/wiki/Q1128095,add wikidata URI (Village Gate),4/16/2020,batch (python),
2,847,Q18907,P1,Q18806,assign to class (Wells),4/16/2020,batch (python),
2,848,Q18907,P11,Q18807,associate item with Linking Lost Jazz Shrines (Wells),4/16/2020,batch (python),
2,849,Q18908,P1,Q18806,assign to class (West End Cafe),4/16/2020,batch (python),
2,850,Q18908,P11,Q18807,associate item with Linking Lost Jazz Shrines (West End Cafe),4/16/2020,batch (python),
2,851,Q18908,P8,"""Q27926680""",add wikidata QID (West End Cafe),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,852,Q18908,P9,https://www.wikidata.org/wiki/Q27926680,add wikidata URI (West End Cafe),4/16/2020,batch (python),
2,853,Q18909,P1,Q18806,assign to class (Williamsburg Music Center),4/16/2020,batch (python),
2,854,Q18909,P11,Q18807,associate item with Linking Lost Jazz Shrines (Williamsburg Music Center),4/16/2020,batch (python),
2,855,Q18910,P1,Q18806,assign to class (Willoughby Temple),4/16/2020,batch (python),
