batch, admin sort,QID,PROPERTY,VALUE, admin note,date enhanced,method
2,943,Q19023,P1,Q1,assign to class (Sister Thulani),,
2,944,Q19023,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sister Thulani),,
2,945,Q19024,P1,Q1,assign to class (Snoop Dogg),,
2,946,Q19024,P11,Q18807,associate item with Linking Lost Jazz Shrines (Snoop Dogg),,
2,947,Q19024,P8,"""Q6096""",add wikidata QID (Snoop Dogg),,
2,948,Q19024,P9,https://www.wikidata.org/wiki/Q6096,add wikidata URI (Snoop Dogg),,
2,949,Q19025,P1,Q1,assign to class (Stefon Harris),,
2,950,Q19025,P11,Q18807,associate item with Linking Lost Jazz Shrines (Stefon Harris),,
2,951,Q19025,P8,"""Q720524""",add wikidata QID (Stefon Harris),,
2,952,Q19025,P9,https://www.wikidata.org/wiki/Q720524,add wikidata URI (Stefon Harris),,
2,953,Q19026,P1,Q1,assign to class (Tommy Williams),,
2,954,Q19026,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tommy Williams),,
2,955,Q19026,P8,"""Q17143263""",add wikidata QID (Tommy Williams),,
2,956,Q19026,P9,https://www.wikidata.org/wiki/Q17143263,add wikidata URI (Tommy Williams),,
2,957,Q19027,P1,Q1,assign to class (Tony Lester),,
2,958,Q19027,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tony Lester),,
2,959,Q19028,P1,Q1,assign to class (Torrie McCartney),,
2,960,Q19028,P11,Q18807,associate item with Linking Lost Jazz Shrines (Torrie McCartney),,
2,961,Q19029,P1,Q1,assign to class (Tulivu-Donna Cumberbatch),,
2,962,Q19029,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tulivu-Donna Cumberbatch),,
2,963,Q19029,P8,"""Q7852105""",add wikidata QID (Tulivu-Donna Cumberbatch),,
2,964,Q19029,P9,https://www.wikidata.org/wiki/Q7852105,add wikidata URI (Tulivu-Donna Cumberbatch),,
2,965,Q19030,P1,Q1,assign to class (Tupac),,
2,966,Q19030,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tupac),,
2,967,Q19030,P8,"""Q6107""",add wikidata QID (Tupac),,
2,968,Q19030,P9,https://www.wikidata.org/wiki/Q6107,add wikidata URI (Tupac),,
2,969,Q19031,P1,Q1,assign to class (Vanessa Rubin),,
2,970,Q19031,P11,Q18807,associate item with Linking Lost Jazz Shrines (Vanessa Rubin),,
2,971,Q19031,P8,"""Q2510230""",add wikidata QID (Vanessa Rubin),,
2,972,Q19031,P9,https://www.wikidata.org/wiki/Q2510230,add wikidata URI (Vanessa Rubin),,
2,973,Q19032,P1,Q1,assign to class (Viola Plummer),,
2,974,Q19032,P11,Q18807,associate item with Linking Lost Jazz Shrines (Viola Plummer),,
2,975,Q19032,P8,"""Q65554901""",add wikidata QID (Viola Plummer),,
2,976,Q19032,P9,https://www.wikidata.org/wiki/Q65554901,add wikidata URI (Viola Plummer),,
2,977,Q19033,P1,Q1,assign to class (Virgil Jones),,
2,978,Q19033,P11,Q18807,associate item with Linking Lost Jazz Shrines (Virgil Jones),,
2,979,Q19033,P8,"""Q2527665""",add wikidata QID (Virgil Jones),,
2,980,Q19033,P9,https://www.wikidata.org/wiki/Q2527665,add wikidata URI (Virgil Jones),,
2,981,Q19034,P1,Q1,assign to class (Wade E. Barnes),,
2,982,Q19034,P11,Q18807,associate item with Linking Lost Jazz Shrines (Wade E. Barnes),,
2,983,Q19034,P8,"""Q15441507""",add wikidata QID (Wade E. Barnes),,
2,984,Q19034,P9,https://www.wikidata.org/wiki/Q15441507,add wikidata URI (Wade E. Barnes),,
2,985,Q19035,P1,Q1,assign to class (Walt Miller),,
2,986,Q19035,P11,Q18807,associate item with Linking Lost Jazz Shrines (Walt Miller),,
2,987,Q19035,P8,"""Q65554921""",add wikidata QID (Walt Miller),,
2,988,Q19035,P9,https://www.wikidata.org/wiki/Q65554921,add wikidata URI (Walt Miller),,
2,989,Q19036,P1,Q1,assign to class (Walter Baby Sweets Perkins),,
2,990,Q19036,P11,Q18807,associate item with Linking Lost Jazz Shrines (Walter Baby Sweets Perkins),,
2,991,Q19036,P8,"""Q355582""",add wikidata QID (Walter Baby Sweets Perkins),,
2,992,Q19036,P9,https://www.wikidata.org/wiki/Q355582,add wikidata URI (Walter Baby Sweets Perkins),,
2,993,Q19037,P1,Q1,assign to class (Will Smith),,
2,994,Q19037,P11,Q18807,associate item with Linking Lost Jazz Shrines (Will Smith),,
2,995,Q19037,P8,"""Q40096""",add wikidata QID (Will Smith),,
2,996,Q19037,P9,https://www.wikidata.org/wiki/Q40096,add wikidata URI (Will Smith),,
2,997,Q19038,P1,Q1,assign to class (Willard Bobo Jenkins),,
2,998,Q19038,P11,Q18807,associate item with Linking Lost Jazz Shrines (Willard Bobo Jenkins),,
2,999,Q19038,P8,"""Q15449804""",add wikidata QID (Willard Bobo Jenkins),,
2,1000,Q19038,P9,https://www.wikidata.org/wiki/Q15449804,add wikidata URI (Willard Bobo Jenkins),,
2,1001,Q19039,P1,Q1,assign to class (Willie Jones),,
2,1002,Q19039,P11,Q18807,associate item with Linking Lost Jazz Shrines (Willie Jones),,
2,1003,Q19039,P8,"""Q2581448""",add wikidata QID (Willie Jones),,
2,1004,Q19039,P9,https://www.wikidata.org/wiki/Q2581448,add wikidata URI (Willie Jones),,
2,1005,Q19040,P1,Q1,assign to class (Willie Thomas),,
2,1006,Q19040,P11,Q18807,associate item with Linking Lost Jazz Shrines (Willie Thomas),,
2,1007,Q19040,P8,"""Q23008738""",add wikidata QID (Willie Thomas),,
2,1008,Q19040,P9,https://www.wikidata.org/wiki/Q23008738,add wikidata URI (Willie Thomas),,
2,1009,Q19041,P1,Q1,assign to class (Wilson Hayes),,
2,1010,Q19041,P11,Q18807,associate item with Linking Lost Jazz Shrines (Wilson Hayes),,
2,1011,Q19042,P1,Q1,assign to class (Yoko Kanno),,
2,1012,Q19042,P11,Q18807,associate item with Linking Lost Jazz Shrines (Yoko Kanno),,
2,1013,Q19042,P8,"""Q224981""",add wikidata QID (Yoko Kanno),,
2,1014,Q19042,P9,https://www.wikidata.org/wiki/Q224981,add wikidata URI (Yoko Kanno),,
